"Feature","Log2FC","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"TBCK",0.042,3.78,0.148,0.883,0.983,"None","93627","TBC1 domain containing kinase","NS",0.0540392964224314
"RGS14",-0.03,3.37,-0.147,0.884,0.983,"None","10636","regulator of G protein signaling 14","NS",0.0535477349869269
"FAM81A",-0.0282,0.823,-0.146,0.884,0.983,"None","145773","family with sequence similarity 81 member A","NS",0.0535477349869269
"LCA5",0.0254,4.13,0.146,0.884,0.983,"None","167691","lebercilin LCA5","NS",0.0535477349869269
"IPCEF1",0.0514,0.995,0.147,0.884,0.983,"None","26034","interaction protein for cytohesin exchange factors 1","NS",0.0535477349869269
"GPSM1",-0.0374,5.87,-0.146,0.884,0.983,"None","26086","G protein signaling modulator 1","NS",0.0535477349869269
"MCHR1",0.0552,1.92,0.146,0.884,0.983,"None","2847","melanin concentrating hormone receptor 1","NS",0.0535477349869269
"GZMM",0.0473,-1.18,0.147,0.884,0.983,"None","3004","granzyme M","NS",0.0535477349869269
"POU4F2",0.0647,-2.22,0.147,0.884,0.983,"None","5458","POU class 4 homeobox 2","NS",0.0535477349869269
"SCN1A",0.0531,-2.62,0.148,0.884,0.983,"None","6323","sodium voltage-gated channel alpha subunit 1","NS",0.0535477349869269
"KIRREL2",0.0209,5.36,0.146,0.884,0.983,"None","84063","kirre like nephrin family adhesion molecule 2","NS",0.0535477349869269
"ZMYM3",-0.0309,4.84,-0.147,0.884,0.983,"None","9203","zinc finger MYM-type containing 3","NS",0.0535477349869269
"WHAMM",-0.0282,5.34,-0.146,0.885,0.984,"None","123720","WASP homolog associated with actin, golgi membranes and microtubules","NS",0.0530567293021746
"COX6B1",0.0237,5.98,0.145,0.885,0.984,"None","1340","cytochrome c oxidase subunit 6B1","NS",0.0530567293021746
"SLC5A12",-0.0568,-2.44,-0.146,0.885,0.984,"None","159963","solute carrier family 5 member 12","NS",0.0530567293021746
"ZBTB49",-0.0325,1.88,-0.145,0.885,0.984,"None","166793","zinc finger and BTB domain containing 49","NS",0.0530567293021746
"DAPP1",-0.0501,-0.202,-0.145,0.885,0.984,"None","27071","dual adaptor of phosphotyrosine and 3-phosphoinositides 1","NS",0.0530567293021746
"NOP10",0.0246,4.39,0.145,0.885,0.984,"None","55505","NOP10 ribonucleoprotein","NS",0.0530567293021746
"ZBTB3",0.0599,0.272,0.145,0.885,0.984,"None","79842","zinc finger and BTB domain containing 3","NS",0.0530567293021746
"TRAK1",-0.0265,7.27,-0.144,0.886,0.985,"None","22906","trafficking kinesin protein 1","NS",0.0525662781129492
"GABRP",0.0695,-0.8,0.144,0.886,0.985,"None","2568","gamma-aminobutyric acid type A receptor subunit pi","NS",0.0525662781129492
"TIMM10",-0.0249,3.47,-0.144,0.886,0.985,"None","26519","translocase of inner mitochondrial membrane 10","NS",0.0525662781129492
"ITGA3",0.0204,6.11,0.143,0.886,0.985,"None","3675","integrin subunit alpha 3","NS",0.0525662781129492
"CYB5R2",0.0493,0.973,0.144,0.886,0.984,"None","51700","cytochrome b5 reductase 2","NS",0.0525662781129492
"ANKRD50",-0.0262,3.85,-0.144,0.886,0.985,"None","57182","ankyrin repeat domain 50","NS",0.0525662781129492
"SP4",0.035,4.27,0.143,0.886,0.985,"None","6671","Sp4 transcription factor","NS",0.0525662781129492
"ERC1",0.02,5.89,0.142,0.887,0.985,"None","23085","ELKS/RAB6-interacting/CAST family member 1","NS",0.0520763801682736
"IGLL1",0.0468,-2.55,0.143,0.887,0.985,"None","3543","immunoglobulin lambda like polypeptide 1","NS",0.0520763801682736
"IL1R1",0.0404,6.47,0.142,0.887,0.985,"None","3554","interleukin 1 receptor type 1","NS",0.0520763801682736
"C6orf201",0.0538,-1.23,0.143,0.887,0.985,"None","404220","chromosome 6 open reading frame 201","NS",0.0520763801682736
"CNTN5",-0.0351,3.82,-0.142,0.887,0.985,"None","53942","contactin 5","NS",0.0520763801682736
"SLC35F2",0.0417,3.03,0.143,0.887,0.985,"None","54733","solute carrier family 35 member F2","NS",0.0520763801682736
"ACOXL",-0.0431,1.49,-0.142,0.887,0.985,"None","55289","acyl-CoA oxidase like","NS",0.0520763801682736
"METTL22",0.0217,3.18,0.142,0.887,0.985,"None","79091","methyltransferase like 22","NS",0.0520763801682736
"CALCR",-0.0435,-1.74,-0.143,0.887,0.985,"None","799","calcitonin receptor","NS",0.0520763801682736
"ZNF622",-0.0276,5.72,-0.143,0.887,0.985,"None","90441","zinc finger protein 622","NS",0.0520763801682736
"MEIOC",0.0511,-1.57,0.141,0.888,0.986,"None","284071","meiosis specific with coiled-coil domain","NS",0.051587034221399
"IGSF3",0.0283,2.94,0.141,0.888,0.986,"Non-endocrine","3321","immunoglobulin superfamily member 3","NS",0.051587034221399
"SP110",0.0348,2.6,0.141,0.888,0.986,"None","3431","SP110 nuclear body protein","NS",0.051587034221399
"PIM3",0.0351,7.05,0.141,0.888,0.986,"None","415116","Pim-3 proto-oncogene, serine/threonine kinase","NS",0.051587034221399
"MC5R",-0.0473,-2.44,-0.142,0.888,0.986,"None","4161","melanocortin 5 receptor","NS",0.051587034221399
"MX2",-0.0732,2.95,-0.141,0.888,0.986,"None","4600","MX dynamin like GTPase 2","NS",0.051587034221399
"ATF1",0.0207,4.03,0.141,0.888,0.986,"None","466","activating transcription factor 1","NS",0.051587034221399
"TBC1D22B",0.0281,4.67,0.141,0.888,0.986,"None","55633","TBC1 domain family member 22B","NS",0.051587034221399
"RPL36AL",-0.0284,6.87,-0.141,0.888,0.986,"None","6166","ribosomal protein L36a like","NS",0.051587034221399
"SRGAP2B",-0.0259,2.17,-0.141,0.888,0.986,"None","647135","SLIT-ROBO Rho GTPase activating protein 2B","NS",0.051587034221399
"THY1",0.0383,2.92,0.141,0.888,0.986,"None","7070","Thy-1 cell surface antigen","NS",0.051587034221399
"NUDT21",0.0211,6.45,0.14,0.889,0.986,"None","11051","nudix hydrolase 21","NS",0.0510982390297863
"ECH1",-0.0221,5.34,-0.139,0.889,0.986,"None","1891","enoyl-CoA hydratase 1","NS",0.0510982390297863
"KCNA1",-0.0585,0.464,-0.14,0.889,0.986,"None","3736","potassium voltage-gated channel subfamily A member 1","NS",0.0510982390297863
"C12orf42",0.0646,-2.59,0.141,0.889,0.986,"None","374470","chromosome 12 open reading frame 42","NS",0.0510982390297863
"DDR2",-0.0276,3.8,-0.14,0.889,0.986,"None","4921","discoidin domain receptor tyrosine kinase 2","NS",0.0510982390297863
"PLSCR1",-0.0355,5.85,-0.14,0.889,0.986,"None","5359","phospholipid scramblase 1","NS",0.0510982390297863
"BORCS6",0.0267,2.44,0.14,0.889,0.986,"None","54785","BLOC-1 related complex subunit 6","NS",0.0510982390297863
"C1orf109",-0.0247,3.16,-0.14,0.889,0.986,"None","54955","chromosome 1 open reading frame 109","NS",0.0510982390297863
"SLC30A3",-0.0463,-2.15,-0.14,0.889,0.986,"None","7781","solute carrier family 30 member 3","NS",0.0510982390297863
"TRAF4",-0.0249,6.11,-0.14,0.889,0.986,"None","9618","TNF receptor associated factor 4","NS",0.0510982390297863
"CITED2",-0.0237,6.62,-0.139,0.89,0.986,"None","10370","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2","NS",0.0506099933550872
"LINC02734",-0.063,-2.19,-0.14,0.89,0.986,"None","105369413","long intergenic non-protein coding RNA 2734","NS",0.0506099933550872
"SPEM3",0.0492,-2.2,0.139,0.89,0.986,"None","107983988","SPEM family member 3","NS",0.0506099933550872
"DNASE1L3",0.0358,-2.06,0.138,0.89,0.986,"None","1776","deoxyribonuclease 1 like 3","NS",0.0506099933550872
"STX2",-0.0223,4.72,-0.139,0.89,0.986,"None","2054","syntaxin 2","NS",0.0506099933550872
"IKZF2",0.0265,3.43,0.139,0.89,0.986,"None","22807","IKAROS family zinc finger 2","NS",0.0506099933550872
"FFAR3",-0.0485,0.313,-0.138,0.89,0.986,"None","2865","free fatty acid receptor 3","NS",0.0506099933550872
"MFAP1",0.0225,3.69,0.138,0.89,0.986,"None","4236","microfibril associated protein 1","NS",0.0506099933550872
"MYO6",0.023,7.11,0.139,0.89,0.986,"None","4646","myosin VI","NS",0.0506099933550872
"PNP",0.0368,6.05,0.139,0.89,0.986,"None","4860","purine nucleoside phosphorylase","NS",0.0506099933550872
"UHRF1BP1",0.0259,5.26,0.139,0.89,0.986,"None","54887","UHRF1 binding protein 1","NS",0.0506099933550872
"STRADA",0.0289,2.75,0.139,0.89,0.986,"None","92335","STE20 related adaptor alpha","NS",0.0506099933550872
"CREB5",-0.0678,5.68,-0.139,0.89,0.986,"None","9586","cAMP responsive element binding protein 5","NS",0.0506099933550872
"DAZAP2",0.0287,7.84,0.139,0.89,0.986,"None","9802","DAZ associated protein 2","NS",0.0506099933550872
"ZNF256",0.0251,3.02,0.137,0.891,0.986,"None","10172","zinc finger protein 256","NS",0.0501222959631252
"DUSP5",0.0427,6.58,0.137,0.891,0.986,"None","1847","dual specificity phosphatase 5","NS",0.0501222959631252
"ZNF585A",0.0329,2.32,0.138,0.891,0.986,"None","199704","zinc finger protein 585A","NS",0.0501222959631252
"MYCBP2",-0.0193,6.46,-0.137,0.891,0.986,"None","23077","MYC binding protein 2","NS",0.0501222959631252
"MACC1",-0.055,5.25,-0.138,0.891,0.986,"None","346389","MET transcriptional regulator MACC1","NS",0.0501222959631252
"MAFG",-0.0335,6.31,-0.138,0.891,0.986,"None","4097","MAF bZIP transcription factor G","NS",0.0501222959631252
"MIR331",-0.0348,-2.52,-0.138,0.891,0.986,"None","442903","microRNA 331","NS",0.0501222959631252
"SNRPE",0.0266,4.8,0.137,0.891,0.986,"None","6635","small nuclear ribonucleoprotein polypeptide E","NS",0.0501222959631252
"IL33",0.0646,1.37,0.138,0.891,0.986,"None","90865","interleukin 33","NS",0.0501222959631252
"LRRFIP2",-0.0385,6.6,-0.138,0.891,0.986,"None","9209","LRR binding FLII interacting protein 2","NS",0.0501222959631252
"LOC105372988",0.0536,-2.3,0.137,0.892,0.986,"None","105372988","uncharacterized LOC105372988","NS",0.0496351456238769
"FNDC7",-0.0679,-0.928,-0.136,0.892,0.986,"None","163479","fibronectin type III domain containing 7","NS",0.0496351456238769
"BMPER",-0.0395,1.62,-0.137,0.892,0.986,"None","168667","BMP binding endothelial regulator","NS",0.0496351456238769
"STK36",0.022,4.39,0.136,0.892,0.986,"None","27148","serine/threonine kinase 36","NS",0.0496351456238769
"VN1R5",-0.0645,-2.09,-0.136,0.892,0.986,"None","317705","vomeronasal 1 receptor 5 (gene/pseudogene)","NS",0.0496351456238769
"PIDD1",-0.0207,3.76,-0.136,0.892,0.986,"None","55367","p53-induced death domain protein 1","NS",0.0496351456238769
"DPEP3",0.0494,-2.61,0.138,0.892,0.986,"None","64180","dipeptidase 3","NS",0.0496351456238769
"MRPS26",-0.0197,4.54,-0.136,0.892,0.986,"None","64949","mitochondrial ribosomal protein S26","NS",0.0496351456238769
"HDAC10",0.0359,0.809,0.136,0.892,0.986,"None","83933","histone deacetylase 10","NS",0.0496351456238769
"WDR73",0.0226,3.98,0.136,0.892,0.986,"None","84942","WD repeat domain 73","NS",0.0496351456238769
"MAEL",0.0401,-0.586,0.137,0.892,0.986,"None","84944","maelstrom spermatogenic transposon silencer","NS",0.0496351456238769
"DDX3Y",0.154,6.49,0.137,0.892,0.986,"None","8653","DEAD-box helicase 3 Y-linked","NS",0.0496351456238769
"SLC22A7",0.0397,-2.32,0.134,0.893,0.986,"None","10864","solute carrier family 22 member 7","NS",0.0491485411114536
"RBM45",0.0193,2.97,0.134,0.893,0.986,"None","129831","RNA binding motif protein 45","NS",0.0491485411114536
"ZNF366",-0.0626,-1.06,-0.135,0.893,0.986,"None","167465","zinc finger protein 366","NS",0.0491485411114536
"KIF6",0.034,0.653,0.135,0.893,0.986,"None","221458","kinesin family member 6","NS",0.0491485411114536
"RFX6",0.0457,5.59,0.135,0.893,0.986,"None","222546","regulatory factor X6","NS",0.0491485411114536
"PAXX",-0.0207,3.94,-0.135,0.893,0.986,"None","286257","PAXX non-homologous end joining factor","NS",0.0491485411114536
"ZNF888",0.0318,1.9,0.135,0.893,0.986,"None","388559","zinc finger protein 888","NS",0.0491485411114536
"FAM13B",-0.023,4.64,-0.135,0.893,0.986,"None","51306","family with sequence similarity 13 member B","NS",0.0491485411114536
"CHST12",0.0235,3.5,0.135,0.893,0.986,"None","55501","carbohydrate sulfotransferase 12","NS",0.0491485411114536
"TENT4B",0.0207,5.33,0.135,0.893,0.986,"None","64282","terminal nucleotidyltransferase 4B","NS",0.0491485411114536
"SURF1",-0.0205,5.05,-0.135,0.893,0.986,"None","6834","SURF1 cytochrome c oxidase assembly factor","NS",0.0491485411114536
"CCDC121",-0.0329,2.46,-0.135,0.893,0.986,"None","79635","coiled-coil domain containing 121","NS",0.0491485411114536
"ZFP91",0.0227,6.55,0.135,0.893,0.986,"None","80829","ZFP91 zinc finger protein","NS",0.0491485411114536
"ARHGEF1",-0.0196,5.2,-0.135,0.893,0.986,"None","9138","Rho guanine nucleotide exchange factor 1","NS",0.0491485411114536
"RNF103-CHMP3",0.0442,-1.84,0.133,0.894,0.986,"None","100526767","RNF103-CHMP3 readthrough","NS",0.0486624812040823
"LINC01284",0.0399,-1.29,0.134,0.894,0.986,"None","101926971","long intergenic non-protein coding RNA 1284","NS",0.0486624812040823
"GPNMB",-0.0225,4.31,-0.134,0.894,0.986,"None","10457","glycoprotein nmb","NS",0.0486624812040823
"GRK3",-0.0249,6.46,-0.133,0.894,0.986,"None","157","G protein-coupled receptor kinase 3","NS",0.0486624812040823
"ZNF778",-0.0247,3.77,-0.134,0.894,0.986,"None","197320","zinc finger protein 778","NS",0.0486624812040823
"VPS8",-0.0191,4.87,-0.134,0.894,0.986,"None","23355","VPS8 subunit of CORVET complex","NS",0.0486624812040823
"DDX58",-0.0437,4.43,-0.134,0.894,0.986,"None","23586","DExD/H-box helicase 58","NS",0.0486624812040823
"RESP18",-0.0581,-2.02,-0.134,0.894,0.986,"None","389075","regulated endocrine specific protein 18","NS",0.0486624812040823
"ZNF805",0.0339,3.81,0.134,0.894,0.986,"None","390980","zinc finger protein 805","NS",0.0486624812040823
"NUDT11",-0.0314,2.86,-0.133,0.894,0.986,"None","55190","nudix hydrolase 11","NS",0.0486624812040823
"ATL2",-0.02,5.33,-0.133,0.894,0.986,"None","64225","atlastin GTPase 2","NS",0.0486624812040823
"ZNF487",0.026,2.78,0.134,0.894,0.986,"None","642819","zinc finger protein 487","NS",0.0486624812040823
"VEGFC",0.0424,1.64,0.133,0.894,0.986,"None","7424","vascular endothelial growth factor C","NS",0.0486624812040823
"FOXN1",0.0647,-2.1,0.134,0.894,0.986,"None","8456","forkhead box N1","NS",0.0486624812040823
"CD151",0.0208,7.23,0.134,0.894,0.986,"None","977","CD151 molecule (Raph blood group)","NS",0.0486624812040823
"CTAGE8",0.0513,-0.608,0.133,0.895,0.986,"None","100142659","CTAGE family member 8","NS",0.048176964684088
"EXTL2",-0.0324,3.19,-0.132,0.895,0.986,"None","2135","exostosin like glycosyltransferase 2","NS",0.048176964684088
"COQ2",-0.0231,3.14,-0.132,0.895,0.986,"None","27235","coenzyme Q2, polyprenyltransferase","NS",0.048176964684088
"BRICD5",0.032,1.13,0.132,0.895,0.986,"None","283870","BRICHOS domain containing 5","NS",0.048176964684088
"ABT1",0.0217,4.35,0.132,0.895,0.986,"None","29777","activator of basal transcription 1","NS",0.048176964684088
"NMB",-0.0269,2.99,-0.132,0.895,0.986,"None","4828","neuromedin B","NS",0.048176964684088
"UBAP1",-0.0287,6.3,-0.133,0.895,0.986,"None","51271","ubiquitin associated protein 1","NS",0.048176964684088
"PF4V1",0.048,-2.43,0.133,0.895,0.986,"None","5197","platelet factor 4 variant 1","NS",0.048176964684088
"SHD",-0.049,-2.05,-0.133,0.895,0.986,"None","56961","Src homology 2 domain containing transforming protein D","NS",0.048176964684088
"SUOX",0.0361,3.71,0.133,0.895,0.986,"None","6821","sulfite oxidase","NS",0.048176964684088
"TSLP",-0.0606,-0.868,-0.133,0.895,0.986,"None","85480","thymic stromal lymphopoietin","NS",0.048176964684088
"EMILIN3",-0.0429,-0.67,-0.133,0.895,0.986,"None","90187","elastin microfibril interfacer 3","NS",0.048176964684088
"VAPA",-0.0244,7.98,-0.132,0.895,0.986,"None","9218","VAMP associated protein A","NS",0.048176964684088
"ZNF585B",0.0299,3.78,0.132,0.895,0.986,"None","92285","zinc finger protein 585B","NS",0.048176964684088
"CLCA2",-0.0494,-1.96,-0.133,0.895,0.986,"None","9635","chloride channel accessory 2","NS",0.048176964684088
"MED14OS",0.0271,-0.336,0.131,0.896,0.986,"None","100873985","MED14 opposite strand","NS",0.0476919903378748
"CMTM3",-0.0386,3.03,-0.131,0.896,0.986,"None","123920","CKLF like MARVEL transmembrane domain containing 3","NS",0.0476919903378748
"ZNF565",0.0189,1.75,0.131,0.896,0.986,"None","147929","zinc finger protein 565","NS",0.0476919903378748
"ACE",-0.0237,4.15,-0.131,0.896,0.986,"None","1636","angiotensin I converting enzyme","NS",0.0476919903378748
"ZNF22-AS1",0.0446,0.831,0.131,0.896,0.986,"None","220979","ZNF22 antisense RNA 1","NS",0.0476919903378748
"AK9",0.0228,3.38,0.132,0.896,0.986,"None","221264","adenylate kinase 9","NS",0.0476919903378748
"DNM3",-0.0327,2.5,-0.131,0.896,0.986,"None","26052","dynamin 3","NS",0.0476919903378748
"CXCL3",-0.0668,3.77,-0.131,0.896,0.986,"None","2921","C-X-C motif chemokine ligand 3","NS",0.0476919903378748
"TRIM54",-0.0454,-1.22,-0.131,0.896,0.986,"None","57159","tripartite motif containing 54","NS",0.0476919903378748
"THADA",0.0198,4.65,0.131,0.896,0.986,"None","63892","THADA armadillo repeat containing","NS",0.0476919903378748
"RSRC2",-0.0215,6.92,-0.131,0.896,0.986,"None","65117","arginine and serine rich coiled-coil 2","NS",0.0476919903378748
"EFHC2",-0.0294,1.49,-0.131,0.896,0.986,"None","80258","EF-hand domain containing 2","NS",0.0476919903378748
"C22orf23",0.0288,0.0892,0.131,0.896,0.986,"None","84645","chromosome 22 open reading frame 23","NS",0.0476919903378748
"HYPK",-0.0259,1.96,-0.13,0.897,0.986,"None","25764","huntingtin interacting protein K","NS",0.0472075569559079
"BEX3",-0.021,6.67,-0.129,0.897,0.986,"None","27018","brain expressed X-linked 3","NS",0.0472075569559079
"GPR19",0.0338,1.09,0.129,0.897,0.986,"None","2842","G protein-coupled receptor 19","NS",0.0472075569559079
"HLA-DQB2",0.0494,-1.89,0.13,0.897,0.986,"None","3120","major histocompatibility complex, class II, DQ beta 2","NS",0.0472075569559079
"TMEM240",0.0306,0.666,0.13,0.897,0.986,"None","339453","transmembrane protein 240","NS",0.0472075569559079
"LAIR2",-0.0412,-2.47,-0.131,0.897,0.986,"None","3904","leukocyte associated immunoglobulin like receptor 2","NS",0.0472075569559079
"SMIM30",0.0233,4.59,0.13,0.897,0.986,"None","401397","small integral membrane protein 30","NS",0.0472075569559079
"ARHGEF10L",-0.0195,6.39,-0.13,0.897,0.986,"None","55160","Rho guanine nucleotide exchange factor 10 like","NS",0.0472075569559079
"PGA4",-0.0959,-2.23,-0.132,0.897,0.986,"None","643847","pepsinogen A4","NS",0.0472075569559079
"MFSD14A",-0.0349,3.99,-0.13,0.897,0.986,"None","64645","major facilitator superfamily domain containing 14A","NS",0.0472075569559079
"CA7",0.0586,-2.54,0.13,0.897,0.986,"None","766","carbonic anhydrase 7","NS",0.0472075569559079
"GPAT3",-0.0327,3.77,-0.129,0.897,0.986,"None","84803","glycerol-3-phosphate acyltransferase 3","NS",0.0472075569559079
"KIF20A",0.0486,-1.87,0.129,0.898,0.987,"None","10112","kinesin family member 20A","NS",0.0467236633326956
"NAMPT",-0.0335,7.67,-0.128,0.898,0.987,"None","10135","nicotinamide phosphoribosyltransferase","NS",0.0467236633326956
"LOC105374758",0.0355,-2.35,0.129,0.898,0.986,"None","105374758","uncharacterized LOC105374758","NS",0.0467236633326956
"DBF4",0.0336,3.54,0.128,0.898,0.987,"None","10926","DBF4 zinc finger","NS",0.0467236633326956
"CROCCP3",-0.0361,2.48,-0.128,0.898,0.987,"None","114819","CROCC pseudogene 3","NS",0.0467236633326956
"VCAN",-0.0509,3.52,-0.128,0.898,0.987,"None","1462","versican","NS",0.0467236633326956
"VASH1",-0.0295,4.23,-0.128,0.898,0.987,"None","22846","vasohibin 1","NS",0.0467236633326956
"MON2",0.0212,5.99,0.128,0.898,0.987,"None","23041","MON2 homolog, regulator of endosome-to-Golgi trafficking","NS",0.0467236633326956
"GPATCH8",0.0208,6.28,0.129,0.898,0.986,"None","23131","G-patch domain containing 8","NS",0.0467236633326956
"GGT2",-0.0437,-2.37,-0.13,0.898,0.986,"None","728441","gamma-glutamyltransferase 2","NS",0.0467236633326956
"CAMK2A",-0.0394,-1.5,-0.128,0.898,0.987,"None","815","calcium/calmodulin dependent protein kinase II alpha","NS",0.0467236633326956
"BPIFB1",-0.163,-1.49,-0.13,0.898,0.986,"None","92747","BPI fold containing family B member 1","NS",0.0467236633326956
"KRBA2",-0.0438,-0.294,-0.128,0.899,0.987,"None","124751","KRAB-A domain containing 2","NS",0.0462403082667712
"JOSD2",-0.0207,3.05,-0.128,0.899,0.987,"None","126119","Josephin domain containing 2","NS",0.0462403082667712
"IL17RE",0.0185,3.82,0.127,0.899,0.987,"None","132014","interleukin 17 receptor E","NS",0.0462403082667712
